,,,,,,,uk_UA,ru_RU,en_US
8,5710,16,505372,24,505399,543511,Папір для скрапбукінгу,Бумага для скрапбукинга,Scrapbooking Paper
8,5710,16,505372,24,505400,,Папір для малювання та живопису,Бумага для рисования,Drawing & Painting Paper
8,5710,16,505372,44,,,Матеріали для гончарства та скульптури,Гончарное дело и лепка,Pottery & Sculpting Materials
8,5710,16,505372,44,3692,,Глина та пластилін для моделювання,Глина и пластилин,Clay & Modeling Dough
8,5710,16,505372,44,3692,543628,Глина,Формовочная глина,Clay
8,5710,16,505372,44,3692,543629,Пластилін для моделювання,Тесто для лепки,Modeling Dough
8,5710,16,505372,44,505401,,Суміші для пап'є-маше,Основа для папье-маше,Papier Mache Mixes
8,5710,16,505372,44,505402,,Глиняні шліфи,Шликер,Pottery Slips
8,5710,16,505372,44,505804,,Гіпсовий бинт,Гипсовая ткань,Plaster Gauze
8,5710,16,505372,6121,,,Порошок для тиснення,Порошок для тиснения,Embossing Powder
8,5710,16,505372,6142,,,Матеріал для наповнення та упаковки,Материалы для набивки,Filling & Padding Material
8,5710,16,505372,6142,505405,,Форми для подушок,Наполнитель для подушек,Pillow Forms
8,5710,16,505372,6142,505406,,Гранули для наповнення,Мягкие шарики,Filling Pellets
8,5710,16,505372,6142,505407,,Набивка та наповнювач,Ватная прокладка и набивка,Batting & Stuffing
8,5710,16,505372,7402,,,Фітелі,Фитили,Wicks
8,5710,16,505372,7403,,,Основи для фітелів,Вкладки для фитилей,Wick Tabs
8,5710,16,505372,505375,,,Сира воскова свічка,Воск для свечей,Raw Candle Wax
8,5710,16,505372,505376,,,Клей та магніти для рукоділля,Склеивающие вещества и магниты,Crafting Adhesives & Magnets
8,5710,16,505372,505376,36,,Магніти для рукоділля,Фигурные магниты,Craft Magnets
8,5710,16,505372,505376,6418,,Плавкий скотч,Плавкая тканевая лента,Fusible Tape
8,5710,16,505372,505376,7192,,Флористична стрічка,Лента для цветов,Floral Tape
8,5710,16,505372,505376,503745,,Клей для рукоділля та офісу,Канцелярский клей и клей для рукодельных работ,Craft & Office Glue
8,5710,16,505372,505376,505419,,Декоративна стрічка,Декоративная клейкая лента,Decorative Tape
8,5710,16,505372,505377,,,Дріт для рукоділля,Проволока для рукоделия,Crafting Wire
8,5710,16,505372,505377,5062,,Чистильники для трубок в рукоділлі,Ёршики для чистки трубок,Craft Pipe Cleaners
8,5710,16,505372,505377,6102,,Дріт для бісеру та ювелірних виробів,Ювелирная проволока,Jewelry & Beading Wire
8,5710,16,505372,505377,505418,,Флористичний дріт,Проволока для создания цветочных композиций,Floral Wire
8,5710,16,505372,505378,,,"Фарби, чорнило та глазур для рукоділля","Краски, чернила и глазурь для рукодельных работ","Craft Paint, Ink & Glaze"
8,5710,16,505372,505378,6558,,Медіуми для фарб,Основы для рисования красками,Paint Mediums
8,5710,16,505372,505378,499879,,Глазурі для кераміки та гончарних виробів,Глазурь для фаянса и керамики,Ceramic & Pottery Glazes
8,5710,16,505372,505378,500094,,Фіксатори для малюнків,Фиксативы,Art Fixatives
8,5710,16,505372,505378,505414,,Подушечки для чорнила,Штемпельные подушечки,Ink Pads
8,5710,16,505372,505378,505415,,Барвники для рукоділля,Красители для рукодельных работ,Craft Dyes
